,0.001,0.003,0.01,0.03,0.09,0.3,0.9,3.0
accuracy,0.7233777777777778,0.7336888888888888,0.7445333333333333,0.7507555555555555,0.7518222222222222,0.7511111111111111,0.7511111111111111,0.7502222222222221
precision,0.48815250066950283,0.4996532632980711,0.5128449209924828,0.5207478887965172,0.5220648252626626,0.5211384514579916,0.5211010115159903,0.5199821668717112
recall,0.8341137123745819,0.8107023411371237,0.7892976588628763,0.779933110367893,0.7852842809364549,0.7852842809364549,0.785953177257525,0.7866220735785954
f1,0.615840908740388,0.6181527133231212,0.621535328804268,0.624416833646986,0.6270958072579782,0.6264251471172082,0.6266333174400323,0.6260233243030411
